query_name,index_type,index_description,index_statement,execution_time,cpu_start,cpu_end,cpu_change,memory_start,memory_end,memory_change,result_count,select,insert,update,delete,create,drop,alter,join,where,group by,order by,having,limit,between,like,,
category_products_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0034163,0,0,0,98.8984375,98.8984375,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
category_products_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002442598,0,0,0,98.8984375,98.8984375,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
category_products_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.003023386,0,0,0,98.8984375,98.8984375,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complex_and_or_filter,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.003935099,0,0,0,98.90234375,98.90234375,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
complex_and_or_filter_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002104998,0,0,0,98.90234375,98.90234375,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
complex_and_or_filter_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002311468,0,0,0,98.90234375,98.90234375,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
complex_and_or_filter_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002361298,0,0,0,98.90234375,98.90234375,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
complex_and_or_filter_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.002239704,0,0,0,98.90234375,98.90234375,0,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
delivery_status_metrics,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.10578107833862305,0,0,0,98.90234375,98.90234375,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
delivery_status_metrics_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.11915898323059082,0,0,0,98.90234375,98.90234375,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
delivery_status_metrics_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.098469257,0,0,0,98.90234375,98.90234375,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
delivery_status_metrics_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.11594772338867188,0,0,0,98.90234375,98.90234375,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
delivery_status_metrics_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.096945524,0,0,0,98.90234375,98.90234375,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
monthly_order_status,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.10936188697814941,0,0,0,98.90234375,98.90234375,0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
monthly_order_status_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.13910412788391113,0,0,0,98.90234375,98.90234375,0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
monthly_order_status_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.11698722839355469,0,0,0,98.90234375,98.90234375,0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
monthly_order_status_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.10804200172424316,0,0,0,98.90234375,98.90234375,0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
monthly_order_status_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.11445236206054688,0,0,0,98.90625,98.90625,0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
multiple_status_or,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.3401942253112793,0,0,0,98.90625,164.2734375,65.3671875,237361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
multiple_status_or_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.385822058,0,0,0,101.0234375,164.34375,63.3203125,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
multiple_status_or_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.42357945442199707,0,0,0,101.7929688,164.1054688,62.3125,237361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
multiple_status_or_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.3683640956878662,0,0,0,102.3242188,164.2539063,61.9296875,237361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
multiple_status_or_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.3396787643432617,0,0,0,104.3398438,164.34375,60.00390625,237361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_analysis,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.036083698,0,0,0,104.9882813,104.9882813,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,
order_status_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.018165827,0,0,0,104.9882813,104.9882813,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,
order_status_analysis_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.030253649,0,0,0,104.9882813,104.9882813,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,
order_status_analysis_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.019152641,0,0,0,104.9882813,104.9882813,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,
order_status_analysis_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.046930789947509766,0,0,0,104.9882813,104.9882813,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,
order_status_by_month,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.14992809295654297,0,0,0,104.9882813,104.9882813,0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
order_status_by_month_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.14437127113342285,0,0,0,104.9882813,104.9882813,0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
order_status_by_month_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.1383059024810791,0,0,0,104.9882813,104.9882813,0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
order_status_by_month_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.12512445449829102,0,0,0,104.9882813,104.9882813,0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
order_status_by_month_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.12488484382629395,0,0,0,104.9882813,104.9882813,0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
order_status_query,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.1459665298461914,0,0,0,104.9882813,125.78125,20.79296875,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.17187762260437012,0,0,0,106.1953125,125.703125,19.5078125,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.1661057472229004,0,0,0,107.1054688,125.7617188,18.65625,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.16257047653198242,0,0,0,109.0117188,125.8046875,16.79296875,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_query_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.15660619735717773,0,0,0,109.0351563,125.7265625,16.69140625,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
order_status_summary,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.050338984,0,0,0,110.09375,110.09375,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
order_status_summary_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.047680378,0,0,0,110.09375,110.09375,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
order_status_summary_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.054044962,0,0,0,110.09375,110.09375,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
order_status_summary_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.046392918,0,0,0,110.09375,110.09375,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
order_status_summary_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.047148228,0,0,0,110.09375,110.09375,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
product_performance_analysis,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),2.6239898204803467,0,0,0,110.09375,110.546875,0.453125,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,,
product_performance_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),2.587982654571533,0,0,0,110.546875,110.546875,0,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,,
product_performance_analysis_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),2.5765159130096436,0,0,0,110.546875,110.546875,0,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,,
product_performance_analysis_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),2.6742024421691895,0,0,0,110.546875,110.546875,0,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,,
product_performance_analysis_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),2.7396633625030518,0,0,0,110.546875,110.546875,0,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,,
product_stock_analysis,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.005421877,0,0,0,110.546875,110.546875,0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
product_stock_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003232002,0,0,0,110.546875,110.546875,0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
product_stock_analysis_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.003568888,0,0,0,110.546875,110.546875,0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
product_stock_analysis_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.003546953,0,0,0,110.546875,110.546875,0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
product_stock_analysis_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.005485773,0,0,0,110.546875,110.546875,0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
stock_status,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002391815,0,0,0,110.546875,110.546875,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
stock_status_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.001870155,0,0,0,110.546875,110.546875,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
stock_status_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002006531,0,0,0,110.546875,110.546875,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
stock_status_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.007463694,0,0,0,110.546875,110.546875,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
stock_status_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.004081488,0,0,0,110.546875,110.546875,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
address_ending,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.003186226,0,0,0,110.546875,110.546875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_ending_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004644394,0,0,0,110.546875,110.546875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_ending_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.00285387,0,0,0,110.546875,110.546875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_ending_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.004663706,0,0,0,110.546875,110.546875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_ending_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002604723,0,0,0,110.546875,110.546875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer_domain_analysis,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),1.4721977710723877,0,0,0,110.5703125,110.5703125,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
customer_domain_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),1.4225914478302002,0,0,0,110.5703125,110.5703125,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
customer_domain_analysis_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),1.4248666763305664,0,0,0,110.5703125,110.5703125,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
customer_domain_analysis_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),1.451033592224121,0,0,0,110.5703125,110.5703125,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
customer_domain_analysis_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),1.473074197769165,0,0,0,110.5703125,110.5703125,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
email_domain_search,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.002756119,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
email_domain_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003049612,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
email_domain_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.003004551,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
email_domain_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.00509429,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
email_domain_search_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002928257,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
